Incarnate Word,4819,SF Austin,5181,0,-6999.999999998808
Houston Chr,2900,Lamar,7100,0,-50999.99999999095
Le Moyne,4450,LIU Brooklyn,5550,0,-12805.499999999958
MD E Shore,3649,NC Central,6351,0,-27999.99999999523
McNeese St,9213,TAM C. Christi,787,0,123999.99999997798
TX Southern,9838,MS Valley St,162,0,193999.99999996493
Montana St,4852,Montana,5148,0,-3000.0000000003583
New Orleans,2885,Northwestern LA,7115,0,-50000.0
Nicholls St,8465,UTRGV,1535,0,91999.99999998309
Weber St,2692,Portland St,7308,0,-55903.00000000015
Alabama A&M,4571,Bethune-Cookman,5429,0,-12000.000000001433
SE Louisiana,9675,East Texas A&M,325,0,163999.99999996918
Grambling,2959,Southern Univ,7041,0,-48000.00000000573
Central Conn,9285,Stonehill,715,0,131410.4999999992
Texas St,4293,South Alabama,5707,0,-13921.799999999854
American Univ,8578,Boston Univ,1422,0,97035.10000000006
UC Davis,4861,CS Northridge,5139,0,-2714.6999999999925
Utah St,6690,San Diego St,3310,0,36924.600000000326
Chicago St,6060,Wagner,3940,0,23682.9999999999
Yale,9865,Columbia,135,0,199623.50000000506
DePaul,3875,Butler,6125,0,-26683.800000000076
Southern Miss,7158,Louisiana,2842,0,49900.09999999989
Cal Poly,3946,UC Riverside,6054,0,-24651.899999999827
Drexel,4000,Col Charleston,6000,0,-21353.800000000105
Hampton,3515,UNC Wilmington,6485,0,-35467.099999999984
Elon,6953,William & Mary,3047,0,46794.29999999974
Campbell,5826,Towson,4174,0,17335.600000000013
Delaware,6217,Hofstra,3783,0,27276.700000000026
NC A&T,5484,Stony Brook,4516,0,10554.49999999984
Northern Iowa,3912,Drake,6088,0,-25429.400000000132
Bucknell,7861,Army,2139,0,71741.59999999989
UCLA,6938,Ohio St,3062,0,45233.99999999971
Rutgers,5193,USC,4807,0,4477.899999999996
Indiana,2706,Purdue,7294,0,-53902.70000000008
UCF,5228,Utah,4772,0,4011.9000000000055
Kansas St,8555,Arizona St,1445,0,93811.2000000018
Memphis,8446,FL Atlantic,1554,0,89297.80000000045
Wichita St,6485,Tulane,3515,0,33397.60000000001
East Carolina,7731,UT San Antonio,2269,0,69429.70000000019
South Florida,2693,North Texas,7307,0,-56425.30000000008
UAB,7849,Temple,2151,0,71792.00000000007
Loyola MD,4301,Colgate,5699,0,-14832.999999999995
Navy,8039,Holy Cross,1961,0,73399.40000000039
S Dakota St,9446,Missouri KC,554,0,143734.40000000023
Iona,4995,Merrimack,5005,0,-33.39999999999994
Manhattan,4703,Quinnipiac,5297,0,-7552.800000000004
Marist,9208,Niagara,792,0,127473.09999999825
Mt St Mary's,7558,Rider,2442,0,63122.60000000018
Siena,9541,Canisius,459,0,150294.50000000163
St Peter's,6101,Sacred Heart,3899,0,27723.799999999857
Creighton,9350,Georgetown,650,0,137267.99999999997
Seton Hall,1901,Xavier,8099,0,-80404.39999999982
St John's,7986,Connecticut,2014,0,74608.0000000007
Oakland,5512,Cleveland St,4488,0,12136.400000000001
N Kentucky,8652,IUPUI,1348,0,97839.80000000025
Robert Morris,6143,WI Milwaukee,3857,0,24664.800000000087
Youngstown St,9885,WI Green Bay,115,0,201872.19999999984
Alabama A&M,3792,Florida A&M,6208,0,-26968.800000000007
Norfolk St,8958,Morgan St,1042,0,112691.50000000017
TX Southern,9747,Ark Pine Bluff,253,0,173438.4000000019
Nebraska,5248,Michigan,4752,0,5775.500000000009
Florida St,4352,North Carolina,5648,0,-13368.100000000091
Delaware St,8323,NC Central,1677,0,88192.4
Colorado,2383,Kansas,7617,0,-64331.29999999982
Texas Tech,5390,Houston,4610,0,7876.899999999969
Monmouth NJ,5947,Northeastern,4053,0,21692.899999999958
Austin Peay,2937,Lipscomb,7063,0,-49537.09999999985
Cent Arkansas,899,North Alabama,9101,0,-120578.40000000021
FGCU,8256,North Florida,1744,0,86936.59999999953
Jacksonville,6596,E Kentucky,3404,0,37640.90000000009
West Georgia,3032,Queens NC,6968,0,-43509.399999999885
Coppin St,3619,Howard,6381,0,-31356.60000000012
Incarnate Word,3312,Lamar,6688,0,-40809.60000000009
MD E Shore,1223,S Carolina St,8777,0,-105011.90000000046
McNeese St,9706,UTRGV,294,0,169707.49999999785
Prairie View,8584,MS Valley St,1416,0,97467.29999999955
New Orleans,5839,East Texas A&M,4161,0,18345.000000000036
Nicholls St,7225,TAM C. Christi,2775,0,50769.600000001614
Alabama St,6168,Bethune-Cookman,3832,0,26565.99999999998
SE Louisiana,8554,Northwestern LA,1446,0,94722.60000000002
Stetson,8342,Bellarmine,1658,0,89166.2000000002
Houston Chr,4123,SF Austin,5877,0,-18594.499999999905
Nevada,9099,Wyoming,901,0,121614.70000000023
Richmond,914,VCU,9086,0,-120276.90000000005
Davidson,6152,St Louis,3848,0,28835.60000000008
Murray St,6426,Indiana St,3574,0,32001.80000000003
S Illinois,6922,Illinois St,3078,0,45384.700000000004
San Jose St,3745,UNLV,6255,0,-28300.000000000004
San Diego St,5055,New Mexico,4945,0,740.500000000001
Air Force,705,Colorado St,9295,0,-135001.00000000023
Wisconsin,9758,Washington,242,0,176547.40000000098
Minnesota,6899,Northwestern,3101,0,44078.89999999998
Illinois,8259,Iowa,1741,0,86958.10000000017
Pittsburgh,7396,Georgia Tech,2604,0,59141.200000000004
Miami FL,276,Duke,9724,0,-173756.5999999996
Virginia Tech,1228,Louisville,8772,0,-105046.10000000017
Cincinnati,5353,Baylor,4647,0,7225.699999999996
West Virginia,7112,TCU,2888,0,49446.69999999982
Oklahoma St,2099,Iowa St,7901,0,-71625.99999999983
Lafayette,5354,Army,4646,0,7301.299999999954
Santa Clara,4643,Gonzaga,5357,0,-8686.699999999968
Alabama,8760,Mississippi St,1240,0,105676.79999999973
Ball St,1673,Akron,8327,0,-88091.20000000016
C Michigan,8810,Buffalo,1190,0,105914.49999999984
E Michigan,7662,Bowling Green,2338,0,65541.70000000007
Georgia,1992,Florida,8008,0,-76776.80000000115
Kent,7817,Toledo,2183,0,71122.00000000015
LSU,1562,Tennessee,8438,0,-91029.99999999997
Miami OH,9807,N Illinois,193,0,185924.80000000045
Missouri,9248,South Carolina,752,0,133909.89999999997
W Illinois,5369,Lindenwood,4631,0,7508.900000000043
W Michigan,4350,Ohio,5650,0,-14575.300000000047
Ga Southern,3429,Appalachian St,6571,0,-35558.00000000002
ULM,1633,James Madison,8367,0,-88129.99999999974
Texas St,3239,Troy,6761,0,-42756.20000000001
Marquette,9026,Providence,974,0,118323.90000000029
Marshall,8439,Old Dominion,1561,0,92452.80000000008
Colgate,8598,Holy Cross,1402,0,100062.10000000014
American Univ,8439,Navy,1561,0,90846.49999999988
Loyola-Chicago,6879,G Washington,3121,0,43016.49999999982
George Mason,9670,Fordham,330,0,171545.40000000023
La Salle,3820,Duquesne,6180,0,-26285.2
Rhode Island,4120,Dayton,5880,0,-18736.900000000027
Northern Iowa,7746,IL Chicago,2254,0,69339.60000000015
Evansville,995,Drake,9005,0,-118020.40000000046
Valparaiso,1927,Bradley,8073,0,-79811.90000000004
Missouri St,3627,Belmont,6373,0,-32576.199999999946
USC,5014,Ohio St,4986,0,2965.1999999999944
Maryland,6176,Michigan St,3824,0,26751.399999999976
Indiana,7573,Penn St,2427,0,63150.099999999984
Syracuse,6694,NC State,3306,0,40130.00000000008
Clemson,9664,Notre Dame,336,0,168471.10000000015
St Joseph's PA,7351,St Bonaventure,2649,0,56015.799999999836
Wake Forest,9120,Virginia,880,0,124355.69999999981
Stanford,8979,Boston College,1021,0,113391.80000000066
California,3326,SMU,6674,0,-38146.19999999983
UCF,3954,Kansas St,6046,0,-23249.49999999996
Arizona,9486,Utah,514,0,142107.6000000002
Arizona St,3277,BYU,6723,0,-41062.69999999998
Memphis,9693,Rice,307,0,166233.50000000015
Temple,7488,South Florida,2512,0,59326.80000000014
Tulane,9051,Charlotte,949,0,117298.30000000034
UNC Asheville,9316,Presbyterian,684,0,138572.7999999998
Longwood,5361,Winthrop,4639,0,7386.199999999997
High Point,9975,SC Upstate,25,0,253346.3999999982
Gardner Webb,4522,Radford,5478,0,-12515.900000000047
Oklahoma,5331,Kentucky,4669,0,5095.100000000019
Texas A&M,8772,Vanderbilt,1228,0,105513.59999999999
Auburn,9389,Mississippi,611,0,138606.19999999998
Arkansas,6189,Texas,3811,0,27303.799999999967
Boise St,5269,Utah St,4731,0,6783.700000000005
ETSU,8684,Mercer,1316,0,100915.09999999966
FGCU,9759,Bellarmine,241,0,183111.1000000006
Furman,9640,Citadel,360,0,164232.30000000025
Jacksonville,9629,Stetson,371,0,161927.0999999999
N Dakota St,8204,South Dakota,1796,0,85331.30000000002
West Georgia,4150,Austin Peay,5850,0,-18782.399999999885
W Carolina,3132,Wofford,6868,0,-42298.79999999983
North Alabama,8317,Queens NC,1683,0,88865.20000000027
North Florida,3069,E Kentucky,6931,0,-44925.19999999997
Lipscomb,9882,Cent Arkansas,118,0,209750.50000000108
Coastal Car,2784,Georgia St,7216,0,-51291.299999999865
Louisiana,1298,Arkansas St,8702,0,-102042.70000000027
Loyola MD,3251,Bucknell,6749,0,-42489.100000000115
Lehigh,6593,Boston Univ,3407,0,37763.60000000007
Creighton,9760,DePaul,240,0,176423.30000000086
Seton Hall,2209,Villanova,7791,0,-70372.30000000044
Butler,1897,St John's,8103,0,-79289.19999999994
Connecticut,9435,Georgetown,565,0,142989.60000000062
Southern Miss,3273,South Alabama,6727,0,-37305.49999999993
UMBC,6539,SUNY Albany,3461,0,37640.40000000005
New Hampshire,2319,Maine,7681,0,-67960.80000000016
MA Lowell,3277,Bryant,6723,0,-40792.00000000006
NJIT,2354,Vermont,7646,0,-63636.5000000001
Michigan,9400,Rutgers,600,0,140927.89999999982
Wichita St,5753,UAB,4247,0,15835.700000000013
FL Atlantic,5669,North Texas,4331,0,14657.999999999967
E Illinois,1903,Ark Little Rock,8097,0,-79634.60000000002
Florida Intl,2691,Kennesaw,7309,0,-54287.40000000016
Grand Canyon,8977,UT Arlington,1023,0,113352.19999999962
Liberty,8011,Jacksonville St,1989,0,75903.19999999928
Loy Marymount,885,St Mary's CA,9115,0,-121039.09999999945
UNC Greensboro,5511,Chattanooga,4489,0,9443.700000000003
New Mexico St,4401,MTSU,5599,0,-13168.300000000034
Oral Roberts,1261,S Dakota St,8739,0,-105058.49999999985
Oregon St,4339,San Francisco,5661,0,-14537.99999999997
Portland,7564,Pepperdine,2436,0,64549.40000000011
Santa Clara,4561,Gonzaga,5439,0,-9057.50000000006
Seattle,5276,Cal Baptist,4724,0,5032.199999999999
SIUE,5963,SE Missouri St,4037,0,21537.300000000094
St Thomas MN,9602,North Dakota,398,0,155176.99999999985
Tarleton St,4920,Abilene Chr,5080,0,-1220.299999999994
Tennessee St,8368,Morehead St,1632,0,90089.00000000006
Tennessee Tech,8841,W Illinois,1159,0,107265.89999999995
Missouri KC,8405,Denver,1595,0,91315.09999999979
TN Martin,9034,Southern Indiana,966,0,118032.89999999994
Utah Tech,6639,Southern Utah,3361,0,38114.70000000049
UTEP,6700,WKU,3300,0,41125.199999999975
VMI,3456,Samford,6544,0,-35712.899999999885
Washington St,9752,San Diego,248,0,183122.3999999991
Long Beach St,5149,CS Bakersfield,4851,0,2864.100000000013
CS Fullerton,389,UC Irvine,9611,0,-160113.80000000005
CS Sacramento,934,Montana,9066,0,-118648.79999999974
E Washington,8285,Weber St,1715,0,85460.69999999976
F Dickinson,6576,Stonehill,3424,0,36756.30000000016
Idaho,5865,Idaho St,4135,0,20927.7
Central Conn,9806,Le Moyne,194,0,186515.40000000046
Mercyhurst,8439,Chicago St,1561,0,91646.59999999983
Portland St,7586,Montana St,2414,0,63365.49999999989
UC Santa Barbara,8119,Cal Poly,1881,0,78587.6000000001
CS Northridge,3480,UC San Diego,6520,0,-34176.3
LIU Brooklyn,8260,Wagner,1740,0,87481.70000000004
IUPUI,1562,Robert Morris,8438,0,-89800.69999999976
WI Milwaukee,8183,Oakland,1817,0,82740.40000000042
Wright St,3893,Cleveland St,6107,0,-25847.200000000033
WI Green Bay,5728,Detroit,4272,0,14337.399999999994
PFW,8446,N Kentucky,1554,0,92902.19999999992
Campbell,5577,UNC Wilmington,4423,0,14412.300000000072
Monmouth NJ,5403,Elon,4597,0,9115.400000000007
Northeastern,9525,NC A&T,475,0,155561.70000000013
Drexel,6676,Hampton,3324,0,39311.700000000026
Towson,8380,William & Mary,1620,0,89190.50000000013
Col Charleston,9035,Delaware,965,0,119912.80000000044
Stony Brook,3850,Hofstra,6150,0,-26232.599999999937
Columbia,3211,Princeton,6789,0,-41098.00000000007
VCU,9405,Davidson,595,0,140942.6999999999
Purdue,7908,UCLA,2092,0,72928.79999999994
Northwestern,5995,Iowa,4005,0,23357.800000000003
UNLV,5845,Nevada,4155,0,19828.600000000042
Hawaii,3879,UC Riverside,6121,0,-26325.900000000063
Canisius,1976,Manhattan,8024,0,-74858.79999999994
Coastal Car,4509,Old Dominion,5491,0,-12104.800000000016
Fairfield,3526,Mt St Mary's,6474,0,-35310.89999999996
Marshall,4366,Appalachian St,5634,0,-14968.999999999967
Ga Southern,6263,Georgia St,3737,0,30189.999999999825
Harvard,4721,Brown,5279,0,-5505.000000000004
ULM,809,Arkansas St,9191,0,-129879.49999999964
Texas St,3758,James Madison,6242,0,-29635.40000000003
Sacred Heart,3743,Marist,6257,0,-27021.799999999977
Merrimack,8533,Rider,1467,0,95232.59999999964
Niagara,4590,Iona,5410,0,-10284.899999999945
Cornell,8851,Penn,1149,0,108836.39999999989
