Quinnipiac,9174,St Peter's,826,0,126204.10000000028
Dartmouth,2922,Yale,7078,0,-49364.2000000001
Southern Miss,2317,Troy,7683,0,-67361.89999999986
South Alabama,9222,Louisiana,778,0,129764.49999999999
NJIT,4004,SUNY Albany,5996,0,-23896.400000000125
Colgate,5341,American Univ,4659,0,8125.600000000012
Florida A&M,8149,Grambling,1851,0,80287.5999999997
Holy Cross,2713,Bucknell,7287,0,-53711.69999999969
Army,7393,Lehigh,2607,0,59027.899999999856
Maine,4898,Bryant,5102,0,-4750.299999999997
UMBC,4786,Vermont,5214,0,-3841.599999999997
MA Lowell,7079,Binghamton,2921,0,48568.8999999999
Alabama St,8083,Alabama A&M,1917,0,77513.80000000009
Wyoming,1548,San Diego St,8452,0,-94570.49999999936
Virginia,1934,Clemson,8066,0,-76297.29999999994
Louisville,9175,Pittsburgh,825,0,122408.7999999998
North Carolina,9579,Miami FL,421,0,156514.10000000062
Massachusetts,5770,Rhode Island,4230,0,17634.1
St Louis,5964,Loyola-Chicago,4036,0,21450.49999999994
G Washington,9028,La Salle,972,0,121637.29999999977
Duquesne,2893,George Mason,7107,0,-49388.89999999992
Dayton,9482,Richmond,518,0,150923.10000000044
New Mexico,9991,Air Force,9,0,278219.0000000006
Washington,5392,Indiana,4608,0,9724.899999999978
Penn St,2014,Maryland,7986,0,-75047.1000000001
Oregon,6669,USC,3331,0,39057.199999999895
Nebraska,8583,Minnesota,1417,0,96562.40000000049
Virginia Tech,6271,Syracuse,3729,0,29684.60000000006
Fordham,2858,St Joseph's PA,7142,0,-50812.799999999836
Georgia Tech,7788,NC State,2212,0,71454.30000000015
Dartmouth,6583,Brown,3417,0,36727.5000000001
Stanford,4423,SMU,5577,0,-11963.200000000013
Wake Forest,9464,Notre Dame,536,0,144784.19999999943
Duke,9773,Florida St,227,0,184291.69999999824
California,8316,Boston College,1684,0,87578.59999999969
Baylor,8949,Oklahoma St,1051,0,115980.30000000025
BYU,8024,West Virginia,1976,0,79211.70000000004
Houston,9528,Cincinnati,472,0,153754.90000000023
TCU,7654,UCF,2346,0,63987.69999999978
Kansas,4300,Texas Tech,5700,0,-16287.900000000009
Utah,7680,Arizona St,2320,0,68529.40000000018
Iowa St,5762,Arizona,4238,0,17452.899999999947
Tulsa,3596,Tulane,6404,0,-31258.599999999988
Winthrop,4768,UNC Asheville,5232,0,-6456.000000000013
SC Upstate,2307,Longwood,7693,0,-64557.29999999995
Presbyterian,5856,Gardner Webb,4144,0,21232.2
Radford,8745,Charleston So,1255,0,103926.20000000006
Fresno St,1003,Boise St,8997,0,-115311.19999999984
S Carolina St,5311,Norfolk St,4689,0,8985.500000000084
NC Central,5868,Howard,4132,0,19283.70000000002
Akron,8268,Kent,1732,0,87348.80000000019
Bowling Green,5332,Ball St,4668,0,6823.799999999974
Buffalo,2334,Toledo,7666,0,-66011.9000000002
Citadel,1526,ETSU,8474,0,-92167.00000000012
Denver,833,S Dakota St,9167,0,-127120.09999999974
E Illinois,1468,SE Missouri St,8532,0,-95980.8000000002
E Michigan,6174,C Michigan,3826,0,26545.799999999992
Florida,7965,Texas A&M,2035,0,78726.99999999987
Florida Intl,1927,Jacksonville St,8073,0,-79118.49999999981
Kentucky,2325,Auburn,7675,0,-65299.400000000016
Mercer,6870,W Carolina,3130,0,44444.10000000007
Mississippi St,9133,LSU,867,0,124371.60000000038
UNC Greensboro,6420,Samford,3580,0,33647.90000000011
NE Omaha,9404,Oral Roberts,596,0,140725.2000000002
New Mexico St,6120,WKU,3880,0,24293.09999999996
N Illinois,4114,W Michigan,5886,0,-21656.800000000043
Ohio,5006,Miami OH,4994,0,42.60000000000046
Mississippi,7736,Oklahoma,2264,0,69226.19999999985
Pacific,1068,Santa Clara,8932,0,-114646.49999999952
Pepperdine,2885,Washington St,7115,0,-52303.50000000003
Sam Houston St,5236,Louisiana Tech,4764,0,6878.099999999971
San Diego,2952,Portland,7048,0,-48401.499999999854
San Francisco,5230,Gonzaga,4770,0,4544.099999999994
Seattle,3007,Grand Canyon,6993,0,-47428.199999999815
SIUE,6435,Ark Little Rock,3565,0,35544.700000000084
South Carolina,4899,Arkansas,5101,0,-3195.6000000000045
South Dakota,8133,North Dakota,1867,0,82299.0
St Mary's CA,9515,Oregon St,485,0,153407.09999999983
St Thomas MN,9337,Missouri KC,663,0,137268.7000000002
Tennessee,5521,Alabama,4479,0,12293.899999999985
Tennessee Tech,8075,Lindenwood,1925,0,78906.29999999983
Tennessee St,9194,Southern Indiana,806,0,128861.40000000021
Texas,7210,Georgia,2790,0,52949.40000000002
UC Irvine,9887,Long Beach St,113,0,207490.9
UT Arlington,6090,Abilene Chr,3910,0,23427.400000000005
TN Martin,8144,Morehead St,1856,0,83635.89999999997
Utah Tech,2707,Cal Baptist,7293,0,-53600.599999999846
Utah Valley,9615,Southern Utah,385,0,167701.6
UTEP,5271,MTSU,4729,0,4600.399999999986
Vanderbilt,4123,Missouri,5877,0,-20460.50000000006
VMI,2602,Chattanooga,7398,0,-60935.799999999814
Wofford,7029,Furman,2971,0,48543.20000000007
Cal Poly,7059,CS Bakersfield,2941,0,50493.099999999846
UC San Diego,9987,CS Fullerton,13,0,270369.19999999966
CS Sacramento,2004,Montana St,7996,0,-78319.09999999987
Alcorn St,9092,Prairie View,908,0,118393.9000000005
Delaware St,9426,Coppin St,574,0,142705.0000000003
E Washington,6651,Idaho St,3349,0,38920.40000000001
F Dickinson,6629,LIU Brooklyn,3371,0,38897.40000000007
Harvard,1523,Yale,8477,0,-94490.59999999974
Idaho,7854,Weber St,2146,0,70678.90000000014
East Texas A&M,3576,Incarnate Word,6424,0,-31730.900000000038
Jackson St,6751,TX Southern,3249,0,40316.39999999969
Lamar,4226,McNeese St,5774,0,-15787.00000000003
Stonehill,8350,Le Moyne,1650,0,90375.80000000019
Navy,7675,Loyola MD,2325,0,66344.09999999986
MD E Shore,2489,Morgan St,7511,0,-59734.99999999993
MS Valley St,5627,Ark Pine Bluff,4373,0,15521.79999999996
UTRGV,9199,New Orleans,801,0,124949.90000000014
SF Austin,5980,Nicholls St,4020,0,24509.900000000005
Northern Arizona,3909,N Colorado,6091,0,-25246.899999999936
Columbia,6405,Penn,3595,0,32423.100000000035
Portland St,5893,Montana,4107,0,21749.79999999996
St Francis PA,8323,Chicago St,1677,0,87403.00000000028
Bethune-Cookman,3997,Southern Univ,6003,0,-23764.400000000096
TAM C. Christi,5876,SE Louisiana,4124,0,20406.00000000006
Boston Univ,6829,Lafayette,3171,0,43862.99999999998
CS Northridge,7969,UC Santa Barbara,2031,0,75075.50000000023
Colorado St,5289,Utah St,4711,0,8028.499999999998
Wagner,1068,Central Conn,8932,0,-112388.70000000023
Georgetown,2309,Marquette,7691,0,-69761.60000000036
St John's,9953,Seton Hall,47,0,241883.79999999993
Providence,3127,Connecticut,6873,0,-45356.100000000064
Villanova,7542,Butler,2458,0,64071.20000000018
Xavier,4995,Creighton,5005,0,78.70000000000043
Northwestern LA,7131,Houston Chr,2869,0,49728.6
N Kentucky,3091,Youngstown St,6909,0,-43993.599999999955
WI Green Bay,1975,Oakland,8025,0,-76464.6999999997
WI Milwaukee,9725,Detroit,275,0,176871.69999999902
Cleveland St,6552,PFW,3448,0,37116.80000000014
IUPUI,4282,Wright St,5718,0,-18638.099999999908
Col Charleston,7000,Campbell,3000,0,48909.49999999993
Stony Brook,2346,Elon,7654,0,-68477.30000000012
Hofstra,9208,NC A&T,792,0,128968.6000000001
Towson,8847,Hampton,1153,0,110193.89999999979
UNC Wilmington,9251,Delaware,749,0,133295.49999999994
Drexel,6606,Monmouth NJ,3394,0,38116.69999999992
William & Mary,6629,Northeastern,3371,0,38083.89999999996
Cornell,6542,Princeton,3458,0,35324.200000000135
Illinois St,7798,Evansville,2202,0,71711.59999999993
IL Chicago,9027,Valparaiso,973,0,115194.09999999995
Indiana St,6154,S Illinois,3846,0,26705.29999999991
Drake,9871,Missouri St,129,0,205081.99999999834
Bradley,6906,Northern Iowa,3094,0,46129.800000000265
Michigan St,5813,Wisconsin,4187,0,19276.200000000044
Michigan,7869,Illinois,2131,0,71531.00000000015
Belmont,7769,Murray St,2231,0,71275.49999999994
Kansas St,8962,Colorado,1038,0,115404.6
UAB,3525,Memphis,6475,0,-33123.39999999982
UT San Antonio,6315,Rice,3685,0,30914.400000000027
East Carolina,8725,Charlotte,1275,0,104871.80000000002
South Florida,3450,FL Atlantic,6550,0,-37600.500000000124
Hawaii,4845,UC Davis,5155,0,-4097.9000000000015
Liberty,8752,Kennesaw,1248,0,100499.59999999971
Canisius,2414,Iona,7586,0,-62648.69999999987
Marist,8901,St Peter's,1099,0,112694.99999999999
Merrimack,5707,Quinnipiac,4293,0,15750.09999999995
Mt St Mary's,6333,Siena,3667,0,29713.500000000084
Sacred Heart,8205,Fairfield,1795,0,82223.10000000015
Niagara,3816,Manhattan,6184,0,-26197.2000000001
Morgan St,5630,Delaware St,4370,0,14041.400000000007
Northwestern,3599,UCLA,6401,0,-33329.399999999885
Duke,8531,Wake Forest,1469,0,93814.99999999936
Houston,9095,Kansas,905,0,121515.39999999932
North Texas,8524,Wichita St,1476,0,96374.19999999966
S Carolina St,8579,Howard,1421,0,97425.3999999997
NC Central,2365,Norfolk St,7635,0,-68118.30000000009
Portland St,9754,CS Sacramento,246,0,183089.60000000006
Alcorn St,5970,TX Southern,4030,0,23273.700000000048
Coppin St,7229,MD E Shore,2771,0,54204.90000000017
Montana,8624,E Washington,1376,0,99893.9000000003
Montana St,7915,Idaho,2085,0,74637.6
Idaho St,6528,Northern Arizona,3472,0,35854.39999999984
Incarnate Word,6488,Northwestern LA,3512,0,36794.799999999865
Jackson St,9384,Prairie View,616,0,139260.0999999996
Lamar,7385,Nicholls St,2615,0,59057.300000000156
SF Austin,2888,McNeese St,7112,0,-50368.89999999985
TAM C. Christi,9658,New Orleans,342,0,169654.90000000026
Weber St,2031,N Colorado,7969,0,-77357.19999999976
Bethune-Cookman,7560,Grambling,2440,0,64581.30000000012
UTRGV,4026,SE Louisiana,5974,0,-21309.299999999974
Florida A&M,4693,Southern Univ,5307,0,-6778.500000000019
East Texas A&M,4139,Houston Chr,5861,0,-20068.300000000032
Vermont,8083,SUNY Albany,1917,0,79819.79999999994
Maine,7841,MA Lowell,2159,0,74504.29999999987
Nevada,3020,New Mexico,6980,0,-45548.59999999979
Binghamton,8651,NJIT,1349,0,102801.99999999987
Fresno St,4559,Wyoming,5441,0,-12638.700000000043
Bryant,9775,New Hampshire,225,0,187921.40000000084
Dayton,8254,St Louis,1746,0,85556.10000000025
Duquesne,2260,VCU,7740,0,-70443.69999999975
Colorado St,9331,San Jose St,669,0,140069.89999999997
UNLV,3835,San Diego St,6165,0,-27262.499999999985
Air Force,657,Boise St,9343,0,-139337.90000000029
Purdue,9493,Rutgers,507,0,151842.70000000024
Oregon,7184,Indiana,2816,0,53349.40000000002
Ohio St,6345,Nebraska,3655,0,31755.49999999996
Georgia Tech,8895,Miami FL,1105,0,109178.0
Virginia Tech,2933,North Carolina,7067,0,-49474.799999999916
Virginia,6694,Florida St,3306,0,37654.199999999946
SMU,9061,Syracuse,939,0,119356.70000000006
TCU,4088,Baylor,5912,0,-21138.09999999995
Utah,6392,West Virginia,3608,0,31862.000000000127
Iowa St,7888,BYU,2112,0,73877.4000000002
Arizona,9750,Arizona St,250,0,175689.3000000005
Tulsa,4390,Temple,5610,0,-14807.899999999907
UT San Antonio,1376,Memphis,8624,0,-99481.60000000003
Ball St,6160,C Michigan,3840,0,27342.300000000087
Buffalo,1375,Miami OH,8625,0,-100237.30000000013
Kentucky,9024,LSU,976,0,119813.39999999914
Mississippi St,7515,Texas,2485,0,64281.89999999961
N Illinois,4683,Bowling Green,5317,0,-6001.499999999995
Ohio,7935,E Michigan,2065,0,75945.19999999987
South Carolina,5169,Georgia,4831,0,4343.999999999995
Texas A&M,3754,Auburn,6246,0,-29754.000000000004
Toledo,2987,Akron,7013,0,-47723.09999999988
Vanderbilt,6593,Arkansas,3407,0,36584.79999999996
W Michigan,2734,Kent,7266,0,-54355.70000000011
Seton Hall,911,Creighton,9089,0,-122813.59999999999
Georgetown,4198,Villanova,5802,0,-18741.700000000055
St Joseph's PA,7996,Rhode Island,2004,0,78662.19999999994
George Mason,9825,La Salle,175,0,191815.39999999985
Fordham,3672,G Washington,6328,0,-31969.299999999886
Loyola-Chicago,7410,Davidson,2590,0,61798.3
USC,7971,Washington,2029,0,77777.70000000003
Minnesota,1835,Wisconsin,8165,0,-82271.39999999959
Michigan,6589,Maryland,3411,0,37377.599999999984
Alabama,6412,Florida,3588,0,31262.200000000023
NC State,4144,Pittsburgh,5856,0,-19906.399999999994
Boston College,428,Clemson,9572,0,-154483.9999999998
St Bonaventure,8012,Massachusetts,1988,0,75873.40000000042
Notre Dame,5719,Stanford,4281,0,15608.200000000008
Louisville,9696,California,304,0,172452.1999999996
UCF,6260,Oklahoma St,3740,0,30665.70000000006
Cincinnati,6101,Kansas St,3899,0,29001.500000000087
Texas Tech,9832,Colorado,168,0,197338.89999999994
Mississippi,4523,Tennessee,5477,0,-11029.099999999997
Oklahoma,4016,Missouri,5984,0,-21683.800000000083
Connecticut,6486,Marquette,3514,0,37130.200000000055
Butler,4940,Xavier,5060,0,-1733.900000000004
Providence,8592,DePaul,1408,0,97954.30000000019
Howard,2782,Norfolk St,7218,0,-53337.099999999955
Grambling,7519,Alabama A&M,2481,0,59858.00000000017
Iowa,2626,Michigan St,7374,0,-58229.90000000009
Rice,5029,Wichita St,4971,0,-931.2999999999995
North Texas,9734,Charlotte,266,0,177356.5
East Carolina,5978,Tulane,4022,0,23050.10000000001
UAB,5730,FL Atlantic,4270,0,19694.600000000064
S Carolina St,8970,NC Central,1030,0,117278.5000000003
Abilene Chr,4432,Utah Valley,5568,0,-11889.799999999927
Cal Baptist,8354,Tarleton St,1646,0,88721.59999999974
Grand Canyon,9754,Utah Tech,246,0,183904.2999999996
Louisiana Tech,7326,New Mexico St,2674,0,56873.499999999854
Manhattan,7833,Sacred Heart,2167,0,73958.20000000011
Marist,6855,Merrimack,3145,0,44364.89999999997
MTSU,4509,Liberty,5491,0,-11211.500000000015
Rider,9047,Canisius,953,0,117593.6999999997
Sam Houston St,5304,UTEP,4696,0,8276.399999999985
Siena,9093,Fairfield,907,0,120287.5000000001
Southern Utah,4082,Seattle,5918,0,-23193.200000000026
UC San Diego,9950,Long Beach St,50,0,240344.59999999966
WKU,8854,Florida Intl,1146,0,110639.19999999969
Quinnipiac,8292,Mt St Mary's,1708,0,88409.29999999994
CS Bakersfield,5992,Hawaii,4008,0,23680.000000000044
Cal Poly,8936,CS Fullerton,1064,0,116680.89999999967
MS Valley St,1219,Alcorn St,8781,0,-106887.29999999981
Coppin St,3143,Morgan St,6857,0,-45406.30000000008
Ark Pine Bluff,1243,Jackson St,8757,0,-104546.40000000014
Delaware St,9556,MD E Shore,444,0,161844.3000000001
St Peter's,7258,Niagara,2742,0,55027.20000000002
Southern Univ,8849,Alabama St,1151,0,107960.39999999992
UC Davis,3269,UC Irvine,6731,0,-43577.7000000002
UC Riverside,5917,CS Northridge,4083,0,20267.000000000095
VCU,8187,Dayton,1813,0,85745.79999999993
Illinois,4590,Purdue,5410,0,-7582.500000000021
Memphis,9655,South Florida,345,0,170537.19999999978
New Mexico,9317,UNLV,683,0,139210.40000000043
Boise St,6648,Colorado St,3352,0,39181.09999999989
Akron,9927,Buffalo,73,0,232138.30000000028
Bowling Green,5953,W Michigan,4047,0,22439.900000000052
C Michigan,9055,N Illinois,945,0,121061.60000000053
Kent,8958,E Michigan,1042,0,117701.7999999993
Miami OH,8937,Ball St,1063,0,115034.49999999983
Toledo,6798,Ohio,3202,0,41410.200000000186
Cornell,8973,Columbia,1027,0,116320.29999999993
San Diego St,8207,Nevada,1793,0,87255.20000000033
Prairie View,2519,TX Southern,7481,0,-60211.69999999997
Clemson,9788,Virginia Tech,212,0,191594.20000000016
Notre Dame,6775,California,3225,0,43277.39999999999
Louisville,9444,Stanford,556,0,146899.9000000001
Richmond,1178,George Mason,8822,0,-107481.09999999985
Rhode Island,8255,Fordham,1745,0,86919.3999999999
St Louis,6978,Duquesne,3022,0,49506.20000000018
Davidson,5724,St Bonaventure,4276,0,17577.69999999994
San Jose St,8372,Fresno St,1628,0,89893.50000000025
Wisconsin,9740,Penn St,260,0,180654.29999999914
UCLA,8086,USC,1914,0,81100.79999999989
Maryland,9367,Northwestern,633,0,138213.30000000002
Indiana,4415,Ohio St,5585,0,-12337.2
Wake Forest,9132,Georgia Tech,868,0,122555.20000000045
Massachusetts,4634,Loyola-Chicago,5366,0,-9211.700000000017
Miami FL,5155,NC State,4845,0,1162.5999999999976
La Salle,2182,St Joseph's PA,7818,0,-71483.89999999995
Pittsburgh,9326,Boston College,674,0,139792.4000000001
North Carolina,2658,Duke,7342,0,-57333.29999999985
Syracuse,5296,Virginia,4704,0,8124.200000000015
Oklahoma St,4472,Cincinnati,5528,0,-12285.79999999999
West Virginia,8025,UCF,1975,0,76808.09999999977
Baylor,3028,Houston,6972,0,-49175.399999999965
Colorado,4735,TCU,5265,0,-7032.200000000014
Arizona St,1289,Texas Tech,8711,0,-105833.89999999925
Kansas St,4035,Iowa St,5965,0,-20362.899999999827
BYU,8226,Utah,1774,0,85149.00000000004
Kansas,4352,Arizona,5648,0,-14690.200000000064
Grambling,5777,Alabama St,4223,0,19619.800000000007
Florida St,4222,SMU,5778,0,-19002.39999999996
Abilene Chr,3814,Grand Canyon,6186,0,-29242.699999999997
Cal Baptist,7622,UT Arlington,2378,0,64448.80000000004
Fairfield,1556,Quinnipiac,8444,0,-91930.69999999968
Iona,7497,Sacred Heart,2503,0,60380.80000000005
Jacksonville St,7536,Kennesaw,2464,0,62438.90000000001
Louisiana Tech,6771,UTEP,3229,0,39976.60000000014
Manhattan,6546,Siena,3454,0,38336.90000000012
MTSU,9460,Florida Intl,540,0,149670.70000000024
Mt St Mary's,4950,Marist,5050,0,-1305.500000000005
Rider,7638,Niagara,2362,0,66961.99999999994
Sam Houston St,6149,New Mexico St,3851,0,27450.100000000046
St Peter's,8871,Canisius,1129,0,109724.10000000025
Tarleton St,2869,Utah Valley,7131,0,-51606.600000000224
Utah Tech,3996,Seattle,6004,0,-22741.80000000006
WKU,2909,Liberty,7091,0,-48948.49999999999
Missouri,7486,Kentucky,2514,0,64988.599999999926
LSU,1790,Texas A&M,8210,0,-83724.50000000006
Georgia,6161,Vanderbilt,3839,0,30038.9000000001
Florida,9024,Mississippi,976,0,116510.40000000008
Auburn,7624,Alabama,2376,0,67569.49999999999
Arkansas,5017,Mississippi St,4983,0,-928.8000000000014
Long Beach St,4504,Cal Poly,5496,0,-12515.299999999987
CS Fullerton,1143,UC Riverside,8857,0,-107263.3999999998
Ark Pine Bluff,1628,Alcorn St,8372,0,-88868.4999999999
Harvard,4624,Dartmouth,5376,0,-7783.300000000023
CS Northridge,9026,Hawaii,974,0,119696.99999999997
MS Valley St,767,Jackson St,9233,0,-129458.19999999982
Princeton,8907,Penn,1093,0,113024.8999999999
Bethune-Cookman,5738,Florida A&M,4262,0,20654.19999999996
Southern Univ,9491,Alabama A&M,509,0,152694.5999999996
Tennessee,9577,South Carolina,423,0,159493.69999999987
Texas,6986,Oklahoma,3014,0,48428.8000000002
UC Santa Barbara,3190,UC Irvine,6810,0,-43807.59999999981
UC Davis,2006,UC San Diego,7994,0,-76688.49999999997
Utah St,9960,Air Force,40,0,244453.00000000076
Brown,2817,Yale,7183,0,-53342.199999999975
Creighton,8963,Butler,1037,0,116038.00000000004
Marquette,4940,St John's,5060,0,-2119.599999999998
Xavier,8069,Providence,1931,0,78543.80000000012
Connecticut,9849,Seton Hall,151,0,205129.60000000062
DePaul,4989,Georgetown,5011,0,1119.5000000000011
Temple,3400,North Texas,6600,0,-36917.000000000015
Tulane,5841,UAB,4159,0,21033.80000000004
Wichita St,8721,Tulsa,1279,0,103135.90000000026
Charlotte,5154,UT San Antonio,4846,0,3523.5999999999917
FL Atlantic,8167,East Carolina,1833,0,84746.60000000002
Washington,4623,Oregon,5377,0,-7978.900000000005
Rutgers,6057,Minnesota,3943,0,25734.199999999895
Nebraska,8458,Iowa,1542,0,93079.20000000008
Michigan St,6856,Michigan,3144,N,46516.00000000007
